CORR.,Brand,Model.Number,BrandModel,Price,Photo,Engine.Type,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Leather.Seats,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Night.Rear.View.Mirror,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Smoke.Headlamps,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Voice.Control,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp,Radio,Outside.Temperature.Display,Fog.Lights.Front...Back,Centrally.Mounted.Fuel.Tank,CD.Player,DVD.Player,Electric.Adjustable.Seats,Keyless.Entry,Tyre.Pressure.Monitor,Smart.Access.Card.Entry,Xenon.Headlamps,Halogen.Headlamps,Removable.Convertible.Top,Cassette.Player
170,Lexus,UX 250h F Sport 2023,LEXUSUX 250H F SPORT 2023,37235,https://www.ccarprice.com/products/Lexus_UX_200_F_SPORT_2023_1.jpg,2.0L Inline-4 Hybrid,SUV,Hybrid,CVT,181,2,NA,4,all,41,38,5,4,60.6,177,72.4,103.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,,,,
171,Lexus,GX 460 Luxury 4WD 2022,LEXUSGX 460 LUXURY 4WD 2022,65130,https://www.ccarprice.com/products/Lexus_GX_460_Luxury_4WD_2022.jpg,4.6L V8 Gas,SUV,Petrol,Automatic,301,4.6,329,NA,all,15,19,7,5,73.8,192.1,74.2,109.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,,
172,Lexus,GX 460 Premium 4WD 2022,LEXUSGX 460 PREMIUM 4WD 2022,55420,https://www.ccarprice.com/products/Lexus_GX_460_Premium_4WD_2022.jpg,4.6L V8 Gas,SUV,Petrol,Automatic,301,4.6,329,NA,all,15,19,7,5,74.2,192.1,74.2,109.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,,
173,Lexus,ES 250 Ultra Luxury 2023,LEXUSES 250 ULTRA LUXURY 2023,50130,https://www.ccarprice.com/products/Lexus_ES_250_Ultra_Luxury_2023.jpg,2.5L Inline-4 Gas,Sedan,Petrol,Automatic,203,2.5,184,4,all,25,34,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,
174,Lexus,ES 350 Ultra Luxury 2023,LEXUSES 350 ULTRA LUXURY 2023,50130,https://www.ccarprice.com/products/Lexus_ES_350_Ultra_Luxury_2023.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302,3.5,267,6,front,22,32,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,
175,Lexus,ES 350 Luxury 2023,LEXUSES 350 LUXURY 2023,46510,https://www.ccarprice.com/products/Lexus_ES_350_Luxury_2023.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302,3.5,267,6,front,22,32,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,
176,Lexus,GX 460 Luxury 2023,LEXUSGX 460 LUXURY 2023,67080,https://www.ccarprice.com/products/Lexus_GX_460_Luxury_2023.jpg,4.6L V8 Gas,SUV,Petrol,Automatic,301,4.6,329,NA,all,15,19,7,5,73.8,192.1,74.2,109.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,,
177,Lexus,GX 460 Premium 2023,LEXUSGX 460 PREMIUM 2023,56425,https://www.ccarprice.com/products/Lexus_GX_460_Premium_2023_1.jpg,4.6L V8 Gas,SUV,Petrol,Automatic,301,4.6,329,NA,all,15,19,7,5,74.2,192.1,74.2,109.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,,
178,Lexus,ES 300h 2023,LEXUSES 300H 2023,42540,https://www.ccarprice.com/products/Lexus_ES_300h_2023.jpg,2.5L Inline-4 Hybrid,Sedan,Hybrid,CVT,215,2.5,163,NA,front,43,44,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,
179,Lexus,ES 350 F Sport 2023,LEXUSES 350 F SPORT 2023,47800,https://www.ccarprice.com/products/Lexus_ES_350_F_Sport_2023_1.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302,3.5,267,6,front,22,31,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,
180,Lexus,ES 250 Ultra Luxury 2022,LEXUSES 250 ULTRA LUXURY 2022,49980,https://www.ccarprice.com/products/Lexus_ES_250_Ultra_Luxury_2022.jpg,2.5L Inline-4 Gas,Sedan,Petrol,Automatic,203,2.5,184,4,all,25,34,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,
181,Lexus,ES 350 Ultra Luxury 2022,LEXUSES 350 ULTRA LUXURY 2022,49980,https://www.ccarprice.com/products/Lexus_ES_350_Ultra_Luxury_2022.jpg,3.5L V6 Gas,Sedan,Petrol,Automatic,302,3.5,267,6,front,22,32,5,4,56.9,195.9,73.4,113,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,
182,Th!nk,City E,TH!NKCITY,41695,https://www.ccarprice.com/products/BMW_M3_CS_Sedan_2022.jpg,3.0L Twin-Turbo Inline-6 Gas,Coupe,Electric,Automatic,540,3,479,6,rear,16,23,5,4,56.4,189.1,74.3,112.5,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,
183,Hyundai,Tucson SE 2023,HYUNDAITUCSON SE 2023,26450,https://www.ccarprice.com/products/Hyundai_Tucson_SE_2023.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,187,2.5,178,4,front,26,33,5,4,65.6,182.3,73.4,108.5,7.1,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,
184,Hyundai,Ion IQ,HYUNDAIIONIQ,26450,https://www.ccarprice.com/products/Hyundai_Tucson_SE_2023.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,187,2.5,178,4,front,26,33,5,4,65.6,182.3,73.4,108.5,7.1,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,
185,Hyundai,Santa Fe SEL 2023,HYUNDAISANTA FE SEL 2023,31900,https://www.ccarprice.com/products/Hyundai_Santa_Fe_SEL_2023.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,191,2.5,181,4,front,25,28,5,4,66.3,188.4,74.8,108.9,8.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,Yes,Yes,,,,Yes,,
186,Hyundai,Kona Electric SE 2023,HYUNDAIKONA,41650,https://www.ccarprice.com/products/Hyundai_Kona_Electric_SE_2023.jpg,Electric,SUV,Electric,Automatic,201,NA,291,4,front,0,0,5,4,61.6,159.1,69.7,99.2,6.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,
187,Hyundai,Santa Fe Hybrid 2022,HYUNDAISANTA FE HYBRID 2022,40450,https://www.ccarprice.com/products/Hyundai_Santa_Fe_Hybrid_2022.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,225,1.6,195,4,all,36,31,5,4,66.3,188.4,74.8,108.9,8.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,Yes,,Yes,,
188,Hyundai,Palisade 2022,HYUNDAIPALISADE 2022,33350,https://www.ccarprice.com/products/Hyundai_Palisade_2022.jpg,3.8-liter V6 Gas,SUV,Petrol,Automatic,291,3.8,262,8,all,19,24,8,4,68.9,196.1,77.8,114.2,7.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,
189,Hyundai,Tucson Hybrid 2022,HYUNDAITUCSON HYBRID 2022,26130,https://www.ccarprice.com/products/Hyundai_Tucson_Hybrid_2022.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,226,1.6,258,4,all,38,38,5,4,65.6,182.3,73.4,108.5,8.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,
190,Hyundai,Tucson Hybrid 2023,HYUNDAITUCSON HYBRID 2023,30900,https://www.ccarprice.com/products/Hyundai_Tucson_Hybrid_2023.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,226,1.6,258,4,all,38,38,5,4,65.6,182.3,73.4,108.5,8.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,
191,Hyundai,Tucson 2023,HYUNDAITUCSON 2023,26950,https://www.ccarprice.com/products/Hyundai_Tucson_2023.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,187,2.5,178,4,all,24,24,5,4,65.6,182.3,73.4,108.5,8.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
192,Hyundai,Sonata Hybrid 2023,HYUNDAISONATA HYBRID 2023,27950,https://www.ccarprice.com/products/Hyundai_Sonata_Hybrid_2023.jpg,2.0-liter Inline-4 Hybrid,Sedan,Hybrid,Automatic,150,2,139,4,front,50,54,5,4,56.9,192.9,73.2,111.8,5.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,,,,,,,,
193,Hyundai,Santa Fe Hybrid 2023,HYUNDAISANTA FE HYBRID 2023,40450,https://www.ccarprice.com/products/Hyundai_Santa_Fe_Hybrid_2023_1.jpg,1.6L Turbo Inline-4 Hybrid,SUV,Hybrid,Automatic,225,1.6,195,4,all,36,31,5,4,66.3,188.4,74.8,108.9,8.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,Yes,,
194,Hyundai,Santa Fe 2023,HYUNDAISANTA FE 2023,28200,https://www.ccarprice.com/products/Hyundai_Santa_Fe_2023.jpg,2.5 L Inline Gas,SUV,Petrol,Automatic,191,2.5,181,4,front,25,28,5,4,66.3,188.4,74.8,108.9,8.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
195,Hyundai,Santa Cruz 2023,HYUNDAISANTA CRUZ 2023,35810,https://www.ccarprice.com/products/Hyundai_Santa_Cruz_2023_Price.jpg,2.5L Inline-4 Gas,SUV,Petrol,Automatic,191,2.5,181,4,front,21,26,5,4,66.7,195.7,75,118.3,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,,,Yes,,
196,Hyundai,Palisade SE 2023,HYUNDAIPALISADE SE 2023,34950,https://www.ccarprice.com/products/Hyundai_Palisade_2023.jpg,3.8-liter V6 Gas,SUV,Petrol,Automatic,291,3.8,262,6,all,19,24,8,4,68.9,196.1,77.8,114.2,7.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,
197,Hyundai,Kona N 2023,HYUNDAIKONA N 2023,34700,https://www.ccarprice.com/products/Hyundai_Kona_N_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,275,2,221,NA,all,28,32,5,4,61.2,164,70.9,102.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
198,Hyundai,Kona Electric 2023,HYUNDAIKONA ELECTRIC 2023,35300,https://www.ccarprice.com/products/Hyundai_Kona_Electric_2023.jpg,Electric,SUV,Electric,Automatic,201,NA,291,NA,front,0,0,5,4,61.2,165.6,70.9,102.4,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,Yes,,,,,,
199,Hyundai,Kona 2023,HYUNDAIKONA 2023,21990,https://www.ccarprice.com/products/Hyundai_Kona_2023.jpg,2.0L Inline-4 Gas,SUV,Petrol,Automatic,147,2,132,4,front,30,35,5,4,61,165.6,70.9,102.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,,,
200,Hyundai,Elantra Hybrid 2023,HYUNDAIELANTRA HYBRID 2023,24400,https://www.ccarprice.com/products/Hyundai_Elantra_Hybrid_2023.jpg,1.6L Inline-4 Hybrid,Sedan,Hybrid,Automatic,139,1.6,195,4,front,53,56,5,4,55.7,184.1,71.9,107.1,5.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,
201,Hyundai,Creta SX Opt Turbo Dualtone 2022,HYUNDAICRETA SX OPT TURBO DUALTONE 2022,26780,https://www.ccarprice.com/products/Hyundai_Creta_SX_Opt_Turbo_Dualtone_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
202,Hyundai,Creta SX Opt Knight IVT DT 2022,HYUNDAICRETA SX OPT KNIGHT IVT DT 2022,25420,https://www.ccarprice.com/products/Hyundai_Creta_SX_Opt_Knight_IVT_DT_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
203,Hyundai,Creta SX Opt Knight IVT 2022,HYUNDAICRETA SX OPT KNIGHT IVT 2022,25420,https://www.ccarprice.com/products/Hyundai_Creta_SX_Opt_Knight_IVT_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
204,Hyundai,Creta EX 2022,HYUNDAICRETA EX 2022,16900,https://www.ccarprice.com/products/Hyundai_Creta_EX_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
205,Hyundai,Creta SX Opt Turbo 2022,HYUNDAICRETA SX OPT TURBO 2022,26780,https://www.ccarprice.com/products/Hyundai_Creta_SX_Opt_Turbo_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
206,Hyundai,Alcazar Platinum 7 Seater Diesel AT 2022,HYUNDAIALCAZAR PLATINUM 7 SEATER DIESEL AT 2022,25110,https://www.ccarprice.com/products/Hyundai_Alcazar_Platinum_7_Seater_Diesel_AT_2022.jpg,1.5 l diesel CRDi,SUV,Diesel,Manual,NA,1.5,NA,4,front,16,19,7,5,67,180,72,110,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
207,Hyundai,Creta SX IVT 2022,HYUNDAICRETA SX IVT 2022,23440,https://www.ccarprice.com/products/Hyundai_Creta_SX_VT_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,
208,Hyundai,Alcazar Prestige Executive 7 Seater 2022,HYUNDAIALCAZAR PRESTIGE EXECUTIVE 7 SEATER 2022,19890,https://www.ccarprice.com/products/Hyundai_Alcazar_Prestige_Executive_7_Seater_2022.jpg,2.0 l petrol MPi,SUV,Petrol,Manual,NA,2,NA,4,front,16,19,7,4,67,180,72,110,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,
209,Hyundai,Creta SX Opt IVT 2022,HYUNDAICRETA SX OPT IVT 2022,25200,https://www.ccarprice.com/products/Hyundai_Creta_SX_Opt_IVT_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,
210,Hyundai,Creta S iMT 2022,HYUNDAICRETA S IMT 2022,19030,https://www.ccarprice.com/products/Hyundai_Creta_S_iMT_2022.jpg,1.5 L U2 CRDi Diesel,SUV,Petrol,Automatic,NA,1.5,NA,4,front,NA,NA,5,4,65,172,72,104,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,
211,Hyundai,Alcazar Prestige Executive 7 Seater Diesel 2022,HYUNDAIALCAZAR PRESTIGE EXECUTIVE 7 SEATER DIESEL 2022,20360,https://www.ccarprice.com/products/Hyundai_Alcazar_Prestige_Executive_7_Seater_Diesel_2022.jpg,2.0 l petrol MPi,SUV,Petrol,Manual,NA,2,NA,4,front,16,19,7,5,67,180,72,110,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,
